,stars,title,content
272,1,Piece of JUNK!!,I got this printer as a Christmas gift for myself. Nothing but issues from day one.  Images are full of black or white lines. I called HP spent 4 hours on call with them.  Got it to work printed a few good pages and bam back to lines and images. Called tech aging they said printer ink jets need to be cleaned. ran through that three times. Still did not work. They said inkjets needed to be aligned did that. Guess what? No go!!  they had me run a test print. the test print said ink jet needs to be cleaned and aligned. They had me do it all aging. Guess what? Still did not work. Have not had this junk not even a month. They agree to send me a replacement.  I get it on the phone with them trying to get it set up and get it registered with my hp dash bord. That was a joke it said it was already registered under someone else's name. That still has not been fixed. While on the phone with them they control my PC and they can't even get the software to load. They finally get it to load do a test print. Guess what It is now having the same issues as the first one. It does it with them even controlling my PC same errors print heads need cleaned and alignment needs to be done. Now by this time there telling me nothing more they can do. All i can do is by a new one out of my own pocket. This company is a joke.
273,1,DO NOT BUY THIS PRINTER unless you are willing to always buy ink from HP.,"I bought this printer in April 2024. Then this happened:1.  WIth the purchase came three months of free HP ink service. Cool, right? At the end of the free trial, I canceled the automatic ink service because it was expensive and I knew I could get ink more cheaply than direct from HP.  The ink cartridges in my printer were still nearly full.  Even so, when I canceled my ink service and then tried to print something,  I received a message from my printer that the ink cartridges in the printer (from the free trial) could not be used once I canceled the service. So my printer wouldn't print.2. So I threw out the nearly full HP ink cartridges and bought some less expensive ones from Amazon. They arrived, I installed them, and for three days they printed fine.  Problem solved, right? NOPE.3. On the fourth day, I tried to print something and it wouldn't print again. Then I noticed another message from my printer, this one telling me that it won't print without authentic HP printer cartridges. Once again, I needed to print something, had nearly full ink cartridges, and couldn't print.By my count, HP hijacked my printer twice. I will NEVER, EVER buy an HP printer again.  If you do, just be prepared for the ink nightmare above. It's ridiculous but true."
274,1,Biggest mistake buying this product. Not worth the aggravation.,"Long story, TLDR: I got to use the printer for one project and the next 4 months were a series of problems.I bought this on sale and heard good things about the printer from friends and family. I got the printer and set it up pretty easily. I printed out about 20 pages on the starter ink and the Instant Ink sent me replacement ink. When it arrived some kids from the neighborhood had vandalized the package and destroyed the cartridge. (That's really no one's fault, I'm not even mad at the kids) The process for reordering the cartridges was extremely difficult and it took me a week of trying to get in touch with someone to send me more ink. When the ink finally arrived too late for the event that I needed it for I installed the cartridges. The next time I needed to print I received an error message that was on the screen for a brief moment and then the printer permanently shut down. (we're still only two months after purchase) The printer was unserviceable, but still under factory warrantee, so they sent me a new printer. When setting up the new printer, they told me to keep the cartridges for the replacement. I couldn't remove the cartridges unless the printer was on, so I had to track down customer service again for more ink. When the cartridges finally arrived, the printer gives me a message that says it wanted me to insert the ""starter cartridges that came with the printer"". I'm leaving a few steps out of that story because there were so many minor problems that it would be impossible for you to follow everything. I'm cutting my losses. Worst printer I've ever own. Worst service I've ever had. I cannot overstate how bad my experience with this printer was."
275,1,Wasted 5 Hours of My Time,"I have always purchased HP products.  I have a pretty new HP desktop computer and it is great!  My HP printer that I have had for 15 or more years has been acting up so I decided to upgrade.  I spent 2 hours trying to connect this printer to my PC.  It would connect to the internet, but would not connect to my computer through the wireless network.  The next day, I contacted HP tech support and they walked me through the steps (which I had already done 5 or more times), which took 1 hr 40 min. and they had the same problem, so they decided to access my computer and try to fix the problem from there.  2 more hours later I gave up and boxed this thing up and will be returning.  Connected an HP printer to an HP computer should be seamless.  I decided to go with a different brand that can be hooked up via USB if the wireless fails.  This HP printer only has the option to hook up via WiFi, so there is no option for USB or Bluetooth hookup in case the WiFi does not cooperate.  I am so disappointed with this purchase as well as HP Tech Support (which has nothing do with Amazon).  I would not recommend this printer."
276,1,I went though hell to try and get this printer to work.,"There was nothing to like about this product. I was replacing it with an older HP printer that worked fine until my system turned to 5G. Mysteriously it stopped working after a couple months and HP was not standing behind this product anymore with new drivers. I bought this new unit, and none of my computers would recognize the printer My newer iPhone had the same problem . I spent hours on it myself trying to figure it out. I then used the tech services over the Internet. That woman took control of my computer for around an hour and a half and abruptly said it’s done and disconnected with me. It’s still didn’t work. On the second time with a tech I use a phone call. That lasted for over two hours. The whole time I was on the phone with this clown who I could barely understand, the phone cutting out losing connection with him. After about 10 or 15 times of this, asked my wife if I could use her phone and he could call me on that.  Her phone did the same thing. While I am on her phone,  I asked her to call someone on my phone. She talked with that person for over 15 minutes with no cut outs. Eventually the guy kinda got my first computer to recognize the unit and then he disappeared , I went to my second computer, it’s still will not work. I’m done at this point. I almost have to wonder if all those cutting in and out of my phone line which was probably over 20 times was nothing more than harassment from this tech on the other end, because I’ve had no trouble with my phone since hanging up from that person. His rudeness, and beginning unable to answer any of my questions at one of the worst  customer service experiences I’ve been through"
277,1,Cheap POS Printer - No Stars,"This HP printer was a big disappointment.  I purchased this for low volume home wireless printing.  From the start, the printer paper jammed each time; and sometimes it would print 3 or 4 pages when only 1 copy was selected.  Removing the flimsy cover and paper tray each time, realigning the paper and then pushing them back in the printer was frustrating and a waste of time.  As I had thrown away the packing box it was not returnable, so it was thrown in the trash.  A complete waste of money and time.  I do not mean to criticize HP products in general but this particular model was a bust.  I had to rate this 1 star but would rate is NO STARS if that was an option."
278,1,Worst purchase ever,"Constantly ""offline"", disconnecting from my router, not able to find the router or connect to the router; requires installing HP smart app for printer setup, but then repeatedly getting error message on the printer that it was not set up in the HP app (even though it clearly was - but showing ""offline""). Performed HP troubleshooting in the app, it reported that there were NO issues found.  And to be clear, my router was NOT the problem. I finally got fed up but missed the 30-day return window since the majority of issues started happening about 40 days after purchase. Do NOT buy this printer. I ended up buying an Epson and it is awesome - no ""smart app"" required, no connection issues, ZERO problems. The HP is going on the curb."
279,1,"Do Not sign up for ""instant ink""!","Other than the fact the Amazon price has dropped $60 since I bought it, the cheap plastic paper tray and guide have to be jiggled as they snag on each other, and when I went online (at HPs suggestion) to get my Chromebox to work with the printer and was advised I'd have to first download an app to my phone to make this happen (not true) while being pressured to sign up for the ""instant ink"" program because if I don't use HP cartridges my printer will stop working (hopefully not true, time will tell...) it's a great product. A bit of research will reveal HP is being sued over their ink scam and why you should NOT agree to firmware updates when prompted...research I wish I had done. Good luck."
280,1,Will forever not recommend HP now,"Worst functionality. The first one arrived with a defective ink track. Second one came from HP and found out it has a speck of a flaw on the automatic document feeder lens that causes a line down the entire page when copying. I've created a case about this issue and followed up on this issue, no response at all from HP in over a month. Difficulty initially to set up the wireless and intermittently have trouble with that. Lastly, I canceled the Instant Ink subscription since we had the 2nd ink cartridges that came with the 2nd printer and then 1 set that came out from the subscription. We didn't need any for a while, so why pay. Apparently, you can't even print from your PC without the subscription. It says the indicated cartridges cannot be used until enrolled. It also will not allow us to use the 2nd set that came with the 2nd printer because it recognizes it as a ""setup"" cartridge and forces the refills to be used. This is the most restrictive device I've ever owned. Will forever badmouth HP for it now."
281,1,Do NOT buy this printer. EVER. Don't even think about it. Just move on.,"This printer bricks itself every few days. Yes, i connected to HP+ account and pay for instant ink. but that doesn't matter when the printer disconnects itself from my HP account and tells me I need to 'Complete Setup' EVERY TIME I GO TO PRINT SOMETHING. This time I am unable to reconnect it to my account as it just says it has a technical error. Now it is truly a brick. What a piece of complete junk. I want to throw it outside and beat it repeatedly with a bat. I thought that was all a joke until i got this printer. Worst printer I have ever owned or used. Why? Because you can't print anything on it!!! Throw your $100 straight in the trash, you will be much happier than having bought this printer and wasted 48 hours trying to get it to work only to then buy a different printer."
282,1,Poorly designed paper tray.,"This would be fine if you never print photos.  I was looking for an all round printer and was very disappointed that the paper tray practically needed to be disassembled to change out the paper types. I seriously didn’t realize it has only one tray that you need to completely empty and readjust to accommodate photo paper. My old HP had what I thought was only one tray but had a little slide out shelf within it that held the photo paper. I’m the dummy that didn’t realize they call that two trays. Forget that the paper stop as it’s coming out of the printer has to be manually pulled out or your pages hit the floor. I’m generally not at the printer when I hit “print” so this was a surprise. My old on popped out on its own. It also cropped my  pictures, apparently to fit although on the preview it was perfect and the setting all checked out. I thought I could live with the smaller info screen but I was used to a larger one and trust me……bigger is better!  I will say however that the color was great. Hated it, sent it back! Not sure about teck support, maybe they could have helped with the cropping issue, I found no help on line , but most of my issues were design flaws and I’d lost all patients to even attempt to get through the AI chat bot to get a real person. I still love HP products and will do a better search in the future."
283,1,Broke in 3 months and only worked once with jams,"BOTTOM LINE: After talking to ""support"", I wish I could go back in time and tell myself to just shell out the cash for a better printer or just not to get a printer in the first place.While this printer was easy to set up, it is a piece of junk. The parts are flimsy, don't fit well, and overall, the lack of quality is appalling. Even more so now that I've spent 4 hours of my life troubleshooting, stuck on the phone with Amazon, and now with HP AND Amazon. I had to ""clean printer head"" (something I did prior to even calling in cuz I'm not an idiot) - not once! not twice! but SIX times! - Fun fact: it gets longer every time you do it!! The cherry on this terrible cake is I'm no closer to having an actual solution than 4 hours ago. Best case scenario since nothing has worked is that they send me these new cartridges that may or may not fix the problem, they don't fix the problem, and then they send me another one of these pieces of you know what, so I still end up with the world's shoddiest printer. LONG EXASPERATED SIGH."
284,1,Buy an HP OfficeJet Printer & get the paywall for free! (whether you want it or not),"This purchase was a horrible choice! Setting up the printer is way to many steps all because HP wants you to buy there overpriced ink. Everything about the printer is built around that. I have refilled my ink cartridges but everytime I do so I have to make sure to avoid some update on the firmware. This should be easy enough but they find a way to sneak in an update which registers the refill. After not updating the firmware for a few months if you ever disconnect the printer or have a power outage you will have to go through resetting it up again and jumping through a bunch of hoops to be able to use your refills or 3rd party ink. I have wasted hours connecting, reconnecting, updating, troubleshooting and tinkering with this printer. Please save yourself the headache and avoid HP printers all together. Im not even 6 months into owning this printer and Im already scarred for life with printer PTSD."
285,1,ink depletes very rapidly,"May i add that after i gave this review, i had installed more cartridges. My husband and i really don't use a whole lot of in. Yet, yesterday, again, i got a message  that the print cartridge was low.  hat the ink the printer came with would last 3 months is totally inaccurate. I had to buy the black ink one month after purchase, and a few days later now i noticed all the other ink cartridges are low as well. Something is wrong there. I shouldn't have to buy ink that soon. DisappointinAlso, i asked for help as i needed some assistance for the scanning. Very complicated to use in scanning pdfs.i cannot say i am impressed so far. It basically works ok. That's all."
286,1,Faulty advertising and Defective Product,"The page on Amazon listed two options, current model or previous model. I selected current model. After trying to install the current model unsuccessfully myself and failing, I called HP Support. They were unable to install the product. Also, the agent stated it was NOT the current model.There was also a problem with the delivery. I was supposed to receive it Saturday. I received an email from Amazon stating the next day (Saturday). On Saturday, I was tracking it on Amazon. I saw that it hadn't been  shipped yet. I called Amazon about the issue. The agent called logistics. They told him that it had been damaged during shipping. He would have one delivered the next morning early. I reminded the agent that it was to be packaged in another box because otherwise the product would be exposed. He said he would make sure. Instead, it was delivered in original packaging (people could see what the product was). It has been an horrendous experience all around."
287,1,Do Not Buy the HP OfficeJet 8010 -It seems like a scam,
288,1,"Junk.  Can't be run without having the troubleshooter run first, EVERYTIME!","This printer has never run well.  We called HP several times and they had us go in the phone circle for over an hour.We had to have a contract for ink, and HP MONITORS what is printed and when.There is not ONE good thing I can say about this machine.For the most part, I have to e-mail my print jobs to my work address, and print it there, or send it to my wifes e-mail and have her print it.  This machine is the worst I have ever seen.Do Not Buy it.  You will not get any support.  I wish I could return it, but that isn't allowed either.  Even though it is a problem with the mechanics, they will not honor it.You've been warned."
289,1,Terrible printer,"Prior to recently purchasing this printer, I had another HP printer that lasted 8 years and it was awesome. It finally died, so I got this one. It's been trouble from day one. It goes ""offline"" regularly, prompting me to start the set-up process from scratch each time, which may or may not work, taking way too much time. The ink cartridges, which were very easy to replace in my last HP, always get error messages after installation, and it jams regularly. It also squeaks and makes noises like it's about to die. This printer is a huge disappointment and I will be returning it. Don't waste your money on this one."
290,1,"Not just this one, ALL HP printers","How arrogant of HP to pigeon hole consumers into only being able to use their ink cartridges. We do not print that many color pages, but have had to order new ink every 2 months over the last year. Since I refuse to add another subscription to my life, that means we were spending $60 every two months. I decided to purchase off brand cartridges this time. The printer will not even work with off brand cartridges. That is absolutely ridiculous. I should be able to choose if I want name brand or not. So guess what, have having HP printers only for 20 years, I will never purchase from them again. They have certainly lost a customer because of their decisions to require only HP cartridges being used in a consumable product!"
291,1,One page per cartridge,I have never in my life been so upset with a piece of machinery. Save your money and buy a brother color toner printer instead. You will also save a bunch of headaches. You either have to pay for the top tier hp printer ink and have their service and agree to all their terms to keep your printer even working. Then on top of that it blows through ink trying to print one page correctly. I can barely get through anything for a homeschool preschooled child's work before it runs out of one of the cartridges. This is the biggest piece of garbage I've ever used.
292,1,"Scam, you have to connect it to internet and maintain account to use it",
293,1,If I could have given it zero stars I would have,"I've had this piece of garbage for a little over a year now and I swear every single time I go to print or do anything with it it has a problem either connection errors or just refusing to print or the document feeder doesn't work right or you name it whatever the problem is it's going to have one as soon as you need to use it at least that is my experience so if you may love this thing I do not at all have any love for this item to me it's junk. It is by no means a work horse I hardly ever use it between that and the app that you have to use to use it and it's constant disconnecting and not sending information to get your instant ink and then the customer service I don't even want to go into that, HP you have fallen from Grace"
294,1,Do not buy this printer!,"This has been an extremely disappointing purchase. I have owned several Hp printers over the years and have never experienced the  poor customer service or had such a frustrating experience with a printer. It worked okay for a couple of months, then stopped printing. The error message was that I needed to complete the setup. I have contacted customer service three times to resolve the issue.Twice I allowed customer service to have access to my computer. Neither time was the representative able to solve the problem, and in fact seemed to be more interested in selling me a security program. Yesterday I spent 2 hours on a customer service chat and followed all of the directions given to me. the printer still would not print and I received the same error messages I had received before. After 2 hours the representative disconnected the call and sent an email stating that the case was closed as if he/she had resolved the issue. They knew full well that nothing had changed. I still receive the same error message and I cannot print. I have owned this computer for less than one year and it is totally unusable. Customer service is awful!"
295,1,"Never, never, buy HP","It has just stopped working, thankfully, after 13 months. We paid a goodly sum for this printer, and paid more for their ink subscription. But...you never really own this computer. To print ANYTHING, you MUST be online...no internet access...no printing!You can't use third party ink...It refuses to print until 'official' HP ink is installed.This morning, it had a complete meltdown and will not connect to the internet...so I can't print. And the HP Help page is worthless.I just ordered a Canon and this HP will be trashed.And.....I will NEVER buy anything from Hewlett Packard again."
296,1,Connectivity and setup issues.. do not buy,"This is my second hp printer in 2 years. Stopped working after 8 months of use. The printer wouldn't allow me to set up and connect it to my wifi. I kept getting charged for the ink subscription every month with the printer not working.  I spent literal hours on the laptop with hp support, which resulted in exactly no actual help. Definitely not buying from hp again. I have already wasted a lot of money on the printer and ink subscription. Please save your money and do not buy their printers."
297,1,Bait and Switch! Stay away!,"I hope the executives that came up with the protocol of forcing you to join an ink service or the printer won't work, all get sent to Guantanamo Bay. Horrible company! This printer used to work great. Now nothing works. If you follow the instructions on the computer, it leads to no solution. I can't get it to print, copy, scan or anything. The app doesn't work. Looks like if you don't join a service, the printer won't work. The only company as bad as HP would be AT&T."
298,1,Pain in the you know what!,"It was pain to set up the wireless connection. Thank god I have geek squad remote in to do it. It worked sometimes and seem difficult to actually get to print then after maybe 3 months of use and printing 20 pages it tells me ""set up incomplete"". So as we speak geek squad is setting up again. Very disappointed in this and wish I could return it. Im going to buy the cable and connect it pray that works better but the wireless connection/set up sux!"
299,1,WOULD NOT SET UP. Printer returned.,"I follow the directions, my computer would not recognize the printer.My wife called customer service, her computer would not recognize the printer.My wife finally got the PIN to show up has required, so I tried to print; my printer could not find my 8015e, but it accepted the 8010.However, after installing the 8010 hardware, the printer reads as offline even though it's on.Obviously it's being returned.In summation, caveat emptor, this product is entirely problematic."
300,2,Pain in the rear,"I have always bought HP on computers and printers.  Never had a problem.  Times have changed and now, on the printer, my personal opinion, worthless.Reasons:  Did not know, not told and not in the paperwork with the free ink you can use only 100 pages a month.  Making a quilt and using coloring books I went through a lot of paper, resizing and messing up as, for me, problems in learning how to work it, not like old one.So, I used over 200 pages in that month and next month probably the same.  We were charged $60 for going over the alloted number 100 a month.  Paid it and set to stop getting more ink.  They said they were shutting down the ability to use the ink, but, not using my messed-up brain (chemo brain from cancer) thinking it was shut down and I could use the rest of the ink, printed out more and we were charged $100.REALLY ticked off.  We bought another brand and it has less ink so ran out fast.  We get a notice that now you can only use HP ink and no longer use the off brands, they will no longer work on HP printers.  I am positive that is what was said, if wrong, someone correct me.THAT SHOULD BE AGAINST THE LAW.  We now have to buy HP ink, which is more expensive.NOT HAPPY.  Would NOT recommend this brand of printer at ALL for anyone else.As sone as this one breaks down, I will be buying another brand.Old computer died so had to buy another one.  Son insisted I get a laptop (he knows a lot about computers, is border line genius (IQ 140) so picked up a Dell for me.  Works great, easy for me to use and when I need help, which is not often, he has no problem fixing it."
301,2,Not a fan of this printer,"I thought this printer looked equivalent to my last however I was wrong.  The print quality is low. The prints appear slightly faded in color and slightly blurry. And if that wasn't enough on its own, I can not enter more than 1 print job into the que at a time without it sending an error code and stopping halfway through.  And if the  single print job that I send is more than 6 or 7 pages, chances are it will error out and I will have to see how far it got, then re enter the request to print the remaining pages that didn't print the first time around. This is very frustrating to me.  If my husband hasn't burned the manufacturers box it came in already I would have requested a return.  Do not waste your money if you do a fair amount of printing or need a good quality print. Find one that does better"
302,2,SUPER FUN PUZZLE BOX!!!,"You're going to have to download the app, which...whatever, take my metadata. Eventually everyone will have it and no one will pay for it anymore. That mini-rant out of the way here's the review.User interface on the product side isn't great. Remember texting on a flip phone? Now, imagine putting in a secure wifi password on that bad boy every time you print.I don't print often, this stays at the house, so whatever required links it has to HP probably get severed between prints. Maybe that's the reason for the difficulty. I can say that when it prints it's of reasonably good quality, but it doesn't meet my specific needs, which is a printer that prints very rarely, but is on standby and ready to go when called upon. I have to register it with HP every time which is a 20 minute journey through their website, not the app. Take a second there and reread that sentence, I'll wait. Okay, you get that? I downloaded their app for them, for those poor shareholders there at HP, and they have the gall, the temerity to force me to go to their website to reregister the printer?I'm clearly looking for a printer in a different market segment that this printer at this price point doesn't support, and maybe the market won't bear (not sure).If you're like me and you're looking for this thing to just print right out of the box or wait patiently for you to send a print request this isn't that. Not sure what you're looking for, but it's not this.You know, it prints, after 20 minutes of work, and a lot of times it's a different issue so it's fun in that way. This little thing really keeps me on my toes. When it does actually print, it's nice, but I think that's the absolute bare minimum of a printer. 2 stars, does what a printer is supposed to do with a lot of effort. 5 star puzzle box though"
303,2,Amazon won't honor price protection as I have been a 10+ years of being a loyal prime customer,"My issue was never addressed or even offered any extra services for this printer that has dropped on price over 60 dollars total after just 2 days purchase on Amazon who also dropped price when I contacted customer service who said they don't offer price protection and who have to contact hp.  After having 1st order a factory defect and this having a bad black ink cartridge.  I told both hp and Amazon that since I would have to buy same product and purchase same product.  That after poor quality printers and having to return same product to get the new lower price has become so much of a hassle that I told hp if I have to return product 2 times in less than 3 weeks that I would keep product if hp would offer any incentive like 1 extra warranty to the 2 years that's included with this model or extend my ink trial, but was told only we cannot do anything because it already has 2 year warranty and couldn't even extend ink trial, so I will be returning thus product and go with Epson tank printer with 3 years of warranty and 3 years of ink supply.  I barely average printing 12 or less pages of printing.  So much for being a over 15 years of loyalty.  I will also update my followers on my many review sites with pics and screenshots of how hp support has become basically useless and values money over loyalty and they logo is HP ""we cant"" as they new slogan.  You can escalate this to the highest member of your support team, but I have emailed exes who haven't replied or said that it was out of their hand since I purchased it on Amazon, but it's same as going to target or bestbuys that offer price matching up to 14 days, 30 with my red card membership.  Seriously 2 days later it dropped 50 dollar before taxed and neither company has help resolve this issue.  Will not be buying hp products anymore after these issues for past month.  Printer seems fine now, that's only reason I gave it 2 instead of 1 star."
304,2,HP OfficeJet 8015e or 8010,"Bought this one from Amazon because not only was it a great price but it also has features that I liked. Setup was quick and easy doing it myself on my 5 year old Ipad, connection to Wi-Fi was easy and it prints very nicely. Also printed using 8.5 X 14” sheets. Getting the door open to install the ink cartridges was a bit tricky, there is a very small button to push down on the left side to release it. Pros:. very big intray of 225 sheets. Auto copy up to 35 pages with two sided printing. Also Faxed from it with no issues. Got 6 months free ink which is very nice. Ink replacements already showed up so I will have no downtime. Have had 1 other hp printer for 2 years and the Ink comes before I need it.Signed up for the instant ink program since I already have another hp printer thats enrolled in that program. I like having the Ink come before I need it, it’s very convenient. I didn’t have to go looking for the Ink.  I am a dedicated HP printer user and have been for 30 years. Love this printer and I highly recommend this printer. Thanks to HP and Amazon, Have a nice Amazon and HP day.P.s. had a problem with both my printers loosing connection. HP tech support got me through it quickly, and the problem was not with the printers it was with our Wi-Fi router.P.s. I talked to hp tech support because two sided printing was not working. After trying to put the docs in the adf and copying, it would only copy and print one sided. The guy had me put a sheet in the scanner, copy it, then open the scanner flip page over and then it printed on the other side. But putting docs in the adf it would not print on both sides. He said that is how your printer functions. So Auto 2 sided printing does not really work on this printer. Took three stars off for that. It’s totally misleading."
305,2,Works but...,"The printer works, and that's the best thing i can say. Main pain point is the double sided scanning, which you do have to manually flip over each page just to scan both sides. Which sucks if you're scanning multiple pages.Next biggest pain point is that the cartridges dry out in like a month and a 1/2. It's so quick and not worth the cost."
306,2,Paper tray leg,"If you get a paper tray jam and break off one of the legs it won't work. Replacement tray is 70+ bucks. Ridiculous. They even make a part to fix the broken leg that costs 15 bucks, it's an obvious failure point in the machine."
307,2,I returned it,"The performance of this printer is extremely slow. It’s worth spending a bit more for a better model. I’ve been using HP printers for over 20 years and have owned more than 10, but this is by far the worst one I’ve ever had."
308,2,Does not print wireless on 5G,"I spent hours on the phone with customer service trying to get this printer to print wirelessly.  In the end, she told me that it would not work with 5G band from my internet provider so I would need to get a new router.  Printing has also come out very sporatically at times.  Printing hours after I sent to printer."
309,2,You get what you pay for with printers,"The ""3 months"" of ink included actually turned out to be 19 pages.  After 19 pages, the replacement toner cartridges were more than the cost of the printer.  The wireless connectivity really made the printing and scanning slow.  The copy functionality worked fine.  The HP 8620 is a far better product and worth the price bump."
310,2,Beware of customer support,Bought this to replace an old work-horse HP printer that served me well until the electronic failed.  First I want to note that it works well but features are not any different than much older unit it replaced.  Problem started when I hooked it up and attempted to download operating software online (no installation disc provided - common on newer stuff).Went to website - found software - download failed.  Contacted HP chat and they had 3rd party tech contact me by phone.  Downloaded team viewer and tech took over to complete installation.  Said installation failed due to viruses on my computer (I was running PC Matic but that was not good enough) so next he wanted 1800.00 for norton and 3 years tech support on 3 computers?  Finally went down to 350.00 for 1 year and without buying it - he would not install.  I was desperate because I wanted to print out my companies statements so I caved in - Yes I was and still feel I was ripped.  Norton caused my computer - not that old - to run like a slug - I went back to PC Matic and it works properly now.
311,2,IT'S OK,NOT super crazy about this printer.  Hard to replace the paper tray and the ink cartridges are TOO expensive.  Would NOT recommend this and I've had numerous HP Printers.  This is my LEAST favorite.
312,2,Annoying problems,"It does print… but while it’s printing it sends messages to your phone saying continue or cancel, if you hit continue then it will print again. Very annoying. Don’t buy this stupid thing."
313,2,Ridiculous ink usage,"I bought this printer in April and have printed out a total of 4 color pages. Everything else, less than 50 pages,  is in grey scale. I am already out of yellow ink. I printed one 8x10 color picture and three spreadsheets. That was September. Of course it only takes branded ink cartridges so I cannot replace it without paying the full price. I opted out of the recurring refill option because I rarely print. Now it is October and it stopped connecting to the wireless. After trying everything to troubleshoot I reached out to customer support only to find out that I need a USB 2.0 cable, which of course did not come with the machine so now I need to spent even more money and wait for delivery. So frustrating."
314,2,Needs to have a better sliding tray!,Paper drawer gets stuck when I'm trying to pull it out to add Paper it doesn't slide out out smoothly and sometimes it doesn't open up all the way !
315,2,Not user friendly,"This is my 3rd or 4th HP printer.  Up until this one, never had a problemSet up was a bi#@h. Finally had to use wire instead of wireless, still took hours ti get it working. Everytime the computer is off,  I have to go through the same setvup."
316,2,Too Much Ink,"After 3 months of sporadic use I'm already getting warnings that the magenta and cyan cartridges are running low. HP suggests you can print 315 pages with their standard color cartridges but I've only printed 58 color pages so far. The same is true for black and white where I've only printed 34. The estimated cartridge levels show under 25% already for all of them. And, of course, if I want to buy replacement cartridges from HP, it costs nearly as much as the printer did. I know that's how they make money but I certainly expected to get more out the ink cartridges than only ~33% of what they advertise."
317,2,No 2 sided print from a 2 sided document,I specifically purchased this printer thinking that it would copy from two-sided documents!  What a big fail. It only will make your single documents into one page front and back. I specifically wanted a printer so that I didn't have to squirrel around trying to figure out how to load the second part of a page on a two-sided document. I am extremely frustrated and disappointed that this said dual printing.
318,2,Connectivity,"Very difficult to set up, unable to add it to my WIFI so I needed to go buy a cord for it."
319,2,THE INK,The information was misleading regarding the ink for the printer. It only printed 30 pages total before running out.
320,2,Paper feeder doesn't work,"I have never had an issue with HP printer however this one, the paper feeder does not work."
321,2,I wouldn’t if I was you,"It’s extremely slow, the Wi-Fi print does not work that great at all. Way more pain and pleasure."
322,2,Required monthly fee to use it,This product requires a monthly fee to use it and this is not properly addressed in the description.
323,2,Broke after first paper jam,"Printer worked fine.Then, after the first paper jam, it stopped working.Spent lots of time on phone technical support.It cost me more money trying to fix it, after the first paper jam, than a new printer cost.HP, please make a higher quality printer that is more durable."
324,2,Junk,"Resets to factory startup every month or so, requiring setup, printing alignment page (expensive HP ink), reconnection to all machines, etc.  Huge waste of ink and time.  Moving on to a better brand."
325,2,Price has exceeded quality!,"Bought cheapest cost HP all in one printer to replace the same which is 10 yrs old. Not Windows 11 compatible. The new printer was so cheaply constructed, I was sure it would break under normal use. To get the same quality as the 10 yr old printer, I bought a printer that was more than twice the price!  Just so you know this was the case with most of the printers I looked at by a number of different makers.  Prices are ridiculous and quality is out the window.  If you rely on a printer you need to spend the extra money if you want it to last and be problem free!"
326,2,insufficient ink cartridges,"This printer doesn't print any better or worse or faster or slower than any other printer out there.The rather pricey color in cartridges are terrible. I didn't even get 100 pages out of them.I signed up for the instant ink program which sounded like it would save me some money on inks. Sounds good until you find out HP's idea of ""INSTANT"" ink is actually 10 days. I've had this printer for 3 weeks and have been unable to print for 2-1/2 of those weeks because I've been waiting on their ""INSTANT"" ink.I would NOT recommend this printer or HP in general."
327,2,How much do I hate this printer? Let me count the ways!,"This is an office jet printer, so it should be able to do two sided to two sided prints. Oh, but it doesn’t! You can turn on two sided printing and all that does is when it prints it will turn the paper over for you which doesn’t help because you have to turn it back over to put it back in the paper feeder to do the other side, two sided prints have to be done manually. Even if you use the upper feed. Paper tray is really cheap and a little top piece that fits on. It is a bear to get back on there and you have to do that every time you replace paper. I got this printer because my old HP printer just quit working. Then they sent me the ink for it anyway even after I told him I was trading it in so now I’ve got an extra ink cartridge and no printer to go with it. HP used to be local here in Idaho now I think they’ve shipped things to “you know where.”"
328,2,Only works well if you have good wifi,"Dislike that you cannot use a connection between the computer and printer. If your wifi is weak, you cannot get the printer to work. It also continually changes codes so you must update the printer/computer everytime you use it.  I would avoid.  The later versions of this printer were better. I regret purchasing this for my son for college.  It was a waste."
329,2,Snail pace slow,I bought this printer fir our church office. We have a small congregation and we use this printer seldom.  One of the reasons is it takes FOREVER to warm up and process to be able to print. Then it prints out the copies very slowly... this definitely does not suit our needs and really was a waste of the church's money. I wish I could return it or exchange it for a different model. Hewlett Packard is usually a good buy with good results. No this time at all
330,2,PAINFULLY SLOW,This is an average printer but EXTREMELY slow printing. I cant even deal with how slow this is and will be ordering another printer
331,2,Such a pain to try to set this printer up,"You have to download the app then you have to connect it to the printer and then the course it doesn’t connect. Such a waste of time. I bought many printers in the past and usually it’s a very simple process. If I do all over again, I would not have bought this printer. Just go with the simple ones. It’s easy to set up so you can start printing. Not worth wasting your whole day."
332,2,Mac Users Beware,"The scan button on the screen does not function with Mac OS. Unlike my prior HP (8610) which allowed me to select scan on the touch screen to scan and save document to a local drive, this model (8015) requires you to open the HP application on your Mac in order to scan and save. Huge step backward. Beware if you are using a Mac."
333,2,Resets often.,
334,2,Said it comes with 6 months INk has not received any ink,I never received free 6 months of ink
335,2,Loses Wi-Fi daily,I have to restart my printer multiple times per day because it loses Wi-Fi. It also stops working unless you use the high dollar HP cartridges. Overall not a great purchase for me.
